symbol,organ_name,icb_name,exchange
SJD,Công ty Cổ phần Thủy điện Cần Đơn,Tiện ích Cộng đồng,HOSE
FOX,Công ty Cổ phần Viễn thông FPT,Viễn thông,UPCOM
G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Hàng Tiêu dùng,UPCOM
GDW,Công ty Cổ phần Cấp nước Gia Định,Tiện ích Cộng đồng,HNX
PNC,Công ty Cổ phần Văn hóa Phương Nam,Dịch vụ Tiêu dùng,HOSE
GEX,Công ty Cổ phần Tập đoàn Gelex,Công nghiệp,HOSE
PSB,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Công nghiệp,UPCOM
SJE,Công ty Cổ phần Sông Đà 11,Công nghiệp,HNX
POS,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Dầu khí,UPCOM
SJM,Công ty Cổ phần Sông Đà 19,Công nghiệp,UPCOM
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Công nghiệp,UPCOM
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính,HNX
PVA,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Công nghiệp,UPCOM
HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Công nghiệp,UPCOM
HES,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Tiêu dùng,UPCOM
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Công nghiệp,UPCOM
STS,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Công nghiệp,UPCOM
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,HNX
BT6,Công ty Cổ phần BETON 6,Công nghiệp,UPCOM
CNT,Công ty Cổ phần Tập đoàn CNT,Công nghiệp,UPCOM
FT1,Công ty Cổ phần Phụ tùng máy số 1,Công nghiệp,UPCOM
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,VN30
HDM,Công ty Cổ phần Dệt May Huế,Hàng Tiêu dùng,UPCOM
HHP,Công ty Cổ phần HHP Global,Nguyên vật liệu,HOSE
HLY,Công ty Cổ phần Gốm Xây Dựng Yên Hưng,Công nghiệp,UPCOM
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Công nghiệp,HNX
TV6,Công ty Cổ phần Tập đoàn EMA LAND,Dịch vụ Tiêu dùng,UPCOM
VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Công nghiệp,UPCOM
HJC,Công ty Cổ phần Hòa Việt,Hàng Tiêu dùng,UPCOM
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Công nghiệp,UPCOM
PWA,Công ty Cổ phần Bất động sản dầu khí,Tài chính,UPCOM
SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Nguyên vật liệu,UPCOM
PXA,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Tài chính,UPCOM
IDV,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,Tài chính,HNX
PXM,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công nghiệp,UPCOM
ILA,Công ty Cổ phần ILA,Hàng Tiêu dùng,UPCOM
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Công nghiệp,UPCOM
VRE,Công ty Cổ phần Vincom Retail,Tài chính,HOSE
VRE,Công ty Cổ phần Vincom Retail,Tài chính,VN30
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX30
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Công nghiệp,HNX
MRF,Công ty Cổ phần MERUFA,Dược phẩm và Y tế,UPCOM
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Nguyên vật liệu,UPCOM
MES,Công ty Cổ phần Cơ điện Công trình,Công nghiệp,UPCOM
MHL,Công ty Cổ phần Minh Hữu Liên,Nguyên vật liệu,UPCOM
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Công nghiệp,UPCOM
MLC,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Công nghiệp,UPCOM
V21,Công ty Cổ phần Vinaconex 21,Tài chính,HNX
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,HOSE
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,VN30
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Công nghiệp,HOSE
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Tài chính,HOSE
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Nguyên vật liệu,HNX
VBH,Công ty Cổ phần Điện tử Bình Hòa,Công nghiệp,UPCOM
NQT,Công ty Cổ phần Nước sạch Quảng Trị,Tiện ích Cộng đồng,UPCOM
VC1,Công ty Cổ phần Xây dựng số 1,Công nghiệp,HNX
SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Công nghiệp,UPCOM
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Công nghiệp,UPCOM
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,Công nghiệp,UPCOM
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,Dịch vụ Tiêu dùng,UPCOM
NCG,Công ty Cổ phần Tập đoàn Nova Consumer,Hàng Tiêu dùng,UPCOM
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Công nghiệp,HNX
RCD,Công ty Cổ phần Xây dựng - Địa ốc Cao su,Công nghiệp,UPCOM
SVN,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Công nghiệp,HNX
CFM,Công ty Cổ phần Đầu tư CFM,Công nghiệp,UPCOM
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,Dịch vụ Tiêu dùng,UPCOM
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Hàng Tiêu dùng,HOSE
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Công nghiệp,HOSE
DPR,Công ty Cổ phần Cao su Đồng Phú,Nguyên vật liệu,HOSE
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng Tiêu dùng,HNX
VSG,Công ty Cổ phần Container Phía Nam,Công nghiệp,UPCOM
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Tài chính,HOSE
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược phẩm và Y tế,UPCOM
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Nguyên vật liệu,UPCOM
VCX,Công ty Cổ phần Xi măng Yên Bình,Công nghiệp,UPCOM
PHN,Công ty Cổ phần Pin Hà Nội,Công nghiệp,HNX
PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Công nghiệp,HOSE
PIV,Công ty Cổ phần PIV,Tài chính,UPCOM
HRT,Công ty Cổ phần Vận tải đường sắt Hà Nội,Dịch vụ Tiêu dùng,UPCOM
S74,Công ty Cổ phần Sông Đà 7.04,Công nghiệp,UPCOM
MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Công nghiệp,UPCOM
VE2,Công ty Cổ phần Xây dựng Điện VNECO 2,Công nghiệp,UPCOM
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Công nghiệp,HNX
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Dược phẩm và Y tế,UPCOM
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Công nghiệp,UPCOM
KAC,Công ty Cổ phần Đầu tư Địa ốc Khang An,Tài chính,UPCOM
KOS,Công ty Cổ phần KOSY,Tài chính,HOSE
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,Tiện ích Cộng đồng,UPCOM
VGR,Công ty Cổ phần Cảng xanh VIP,Công nghiệp,UPCOM
PSP,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,Công nghiệp,UPCOM
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Hàng Tiêu dùng,HNX
GCF,Công ty Cổ phần Thực phẩm G.C,Hàng Tiêu dùng,UPCOM
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Dịch vụ Tiêu dùng,UPCOM
APG,Công ty Cổ phần Chứng khoán APG,Tài chính,HOSE
ASA,Công ty Cổ phần ASA,Hàng Tiêu dùng,UPCOM
CQT,Công ty Cổ phần Xi măng Quán Triều VVMI,Công nghiệp,UPCOM
BBC,Công ty Cổ phần Bibica,Hàng Tiêu dùng,HOSE
PTP,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Viễn thông,UPCOM
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,Hàng Tiêu dùng,HOSE
LBE,Công ty Cổ phần Đầu tư và Thương mại LABECO,Dịch vụ Tiêu dùng,HNX
VDB,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Nguyên vật liệu,UPCOM
C92,Công ty Cổ phần Xây dựng và Đầu tư 492,Công nghiệp,UPCOM
CCR,Công ty Cổ phần Cảng Cam Ranh,Công nghiệp,HNX
CEG,Công ty Cổ phần Tập đoàn Xây dựng và Thiết bị Công nghiệp,Công nghiệp,UPCOM
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,Công nghệ Thông tin,HOSE
CT6,Công ty Cổ phần Công trình 6,Công nghiệp,UPCOM
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Công nghiệp,UPCOM
LQN,Công ty Cổ phần Licogi Quảng Ngãi,Công nghiệp,UPCOM
BSD,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",Hàng Tiêu dùng,UPCOM
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Công nghiệp,UPCOM
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,UPCOM
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Hàng Tiêu dùng,HOSE
TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Nguyên vật liệu,HNX
TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Công nghiệp,UPCOM
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Tiện ích Cộng đồng,HNX
FIT,Công ty Cổ phần Tập đoàn F.I.T,Tài chính,HOSE
PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,Tài chính,UPCOM
SID,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Tài chính,UPCOM
WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,Công nghiệp,UPCOM
TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Nguyên vật liệu,UPCOM
TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Công nghiệp,UPCOM
TNP,Công ty Cổ phần Cảng Thị Nại,Công nghiệp,UPCOM
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Công nghiệp,UPCOM
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Tài chính,HOSE
THD,Công ty Cổ phần Thaiholdings,Tài chính,HNX
VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Dịch vụ Tiêu dùng,UPCOM
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,HNX
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Hàng Tiêu dùng,UPCOM
PSG,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Công nghiệp,UPCOM
NQB,Công ty Cổ phần Cấp nước Quảng Bình,Tiện ích Cộng đồng,UPCOM
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Tiêu dùng,UPCOM
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Công nghiệp,UPCOM
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Tiện ích Cộng đồng,HNX
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Công nghiệp,UPCOM
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Công nghiệp,UPCOM
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Công nghiệp,HNX
SCC,Công ty Cổ phần Thương mại Đầu tư SHB,Công nghiệp,UPCOM
SPH,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,Hàng Tiêu dùng,UPCOM
QNT,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Công nghiệp,UPCOM
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Tài chính,HNX
VTE,Công ty Cổ phần VINACAP Kim Long,Công nghệ Thông tin,UPCOM
VGG,Tổng Công Ty Cổ phần May Việt Tiến,Hàng Tiêu dùng,UPCOM
SD1,Công ty Cổ phần Sông Đà 1,Công nghiệp,UPCOM
SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Nguyên vật liệu,HNX
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng Tiêu dùng,UPCOM
VHL,Công ty Cổ phần Viglacera Hạ Long,Công nghiệp,HNX
TBR,Công ty Cổ phần Địa ốc Tân Bình,Tài chính,UPCOM
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,Dịch vụ Tiêu dùng,UPCOM
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,HNX
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Hàng Tiêu dùng,UPCOM
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Tiện ích Cộng đồng,UPCOM
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Công nghiệp,HNX
SVH,Công ty Cổ phần Thủy điện Sông Vàng,Tiện ích Cộng đồng,UPCOM
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Công nghiệp,UPCOM
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp,HOSE
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
UCT,Công ty Cổ phần Đô thị Cần Thơ,Công nghiệp,UPCOM
UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,Công nghiệp,UPCOM
UDJ,Công ty Cổ phần Phát triển Đô thị,Công nghiệp,UPCOM
SD7,Công ty Cổ phần Sông Đà 7,Công nghiệp,UPCOM
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp,UPCOM
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Hàng Tiêu dùng,UPCOM
SDB,Công ty Cổ phần Sông Đà 207,Công nghiệp,UPCOM
SDD,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Công nghiệp,UPCOM
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng Tiêu dùng,HOSE
MBG,Công ty Cổ phần Tập đoàn MBG,Công nghiệp,HNX
CET,Công ty Cổ phần HTC Holding,Hàng Tiêu dùng,HNX
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Dịch vụ Tiêu dùng,UPCOM
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Công nghệ Thông tin,UPCOM
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp,HNX
V12,Công ty Cổ phần Xây dựng số 12,Công nghiệp,HNX
V15,Công ty Cổ phần Xây dựng số 15,Công nghiệp,UPCOM
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,HOSE
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,VN30
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Nguyên vật liệu,HOSE
PAT,Công ty Cổ phần Phốt pho Apatit Việt Nam,Nguyên vật liệu,UPCOM
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Công nghiệp,HNX
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Hàng Tiêu dùng,HOSE
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,HOSE
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,VN30
VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,Tiện ích Cộng đồng,UPCOM
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Công nghiệp,HNX
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX30
VIM,Công ty Cổ phần Khoáng sản Viglacera,Nguyên vật liệu,UPCOM
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Công nghiệp,HNX
VTD,Công ty Cổ phần Vietourist Holdings,Dịch vụ Tiêu dùng,UPCOM
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp,HOSE
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,VN30
VCC,Công ty Cổ phần Vinaconex 25,Công nghiệp,HNX
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Công nghiệp,UPCOM
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Nguyên vật liệu,HNX
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Tài chính,UPCOM
VCI,Công ty Cổ phần Chứng khoán Vietcap,Tài chính,HOSE
VGT,Tập đoàn Dệt May Việt Nam,Hàng Tiêu dùng,UPCOM
VDT,Công ty Cổ phần Lưới thép Bình Tây,Nguyên vật liệu,UPCOM
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Công nghiệp,HNX
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Công nghiệp,UPCOM
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Công nghiệp,HNX
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Công nghiệp,HNX
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Công nghiệp,UPCOM
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Dịch vụ Tiêu dùng,HNX
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp,HOSE
CIG,Công ty Cổ phần COMA 18,Công nghiệp,HOSE
TDB,Công ty Cổ phần Thủy điện Định Bình,Tiện ích Cộng đồng,UPCOM
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Công nghiệp,HOSE
AAS,Công ty Cổ phần Chứng khoán SmartInvest,Tài chính,UPCOM
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Công nghiệp,UPCOM
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Hàng Tiêu dùng,UPCOM
MA1,Công ty Cổ phần Thiết bị,Tài chính,UPCOM
MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Công nghiệp,UPCOM
NAC,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Công nghiệp,UPCOM
CSI,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Tài chính,UPCOM
GVT,Công ty Cổ phần Giấy Việt Trì,Nguyên vật liệu,UPCOM
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Công nghiệp,UPCOM
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công nghiệp,UPCOM
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Công nghiệp,HNX
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Hàng Tiêu dùng,UPCOM
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Công nghiệp,UPCOM
S99,Công ty Cổ phần SCI,Công nghiệp,HNX
SAL,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Công nghiệp,UPCOM
CGV,Công ty Cổ phần Vinaceglass,Công nghiệp,UPCOM
SRT,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Dịch vụ Tiêu dùng,UPCOM
VKC,Công ty Cổ phần VKC Holdings,Hàng Tiêu dùng,UPCOM
VKP,Công ty Cổ phần Nhựa Tân Hóa,Nguyên vật liệu,UPCOM
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Nguyên vật liệu,HOSE
SHP,Công ty Cổ phần Thủy điện Miền Nam,Tiện ích Cộng đồng,HOSE
SIV,Công ty Cổ phần SIVICO,Nguyên vật liệu,UPCOM
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,HOSE
SSG,Công ty Cổ phần Vận tải Biển Hải Âu,Công nghiệp,UPCOM
TA6,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Công nghiệp,UPCOM
TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng Tiêu dùng,HOSE
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Công nghiệp,HOSE
G36,Tổng Công ty 36 - Công ty Cổ phần,Công nghiệp,UPCOM
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Hàng Tiêu dùng,UPCOM
VMC,Công ty Cổ phần VIMECO,Công nghiệp,HNX
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm và Y tế,HOSE
X77,Công ty Cổ phần Thành An 77,Công nghiệp,UPCOM
THW,Công ty Cổ phần Cấp nước Tân Hòa,Tiện ích Cộng đồng,UPCOM
EPH,Công ty Cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,Dịch vụ Tiêu dùng,UPCOM
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,Công nghiệp,HNX
MBS,Công ty Cổ phần Chứng khoán MB,Tài chính,HNX
MBS,Công ty Cổ phần Chứng khoán MB,Tài chính,HNX30
TNT,Công ty Cổ phần Tập đoàn TNT,Nguyên vật liệu,HOSE
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tài chính,UPCOM
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX30
TRA,Công ty Cổ phần Traphaco,Dược phẩm và Y tế,HOSE
VNF,Công ty Cổ phần Vinafreight,Công nghiệp,HNX
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Công nghiệp,UPCOM
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Hàng Tiêu dùng,UPCOM
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,HOSE
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công nghiệp,UPCOM
V11,Công ty Cổ phần Xây dựng số 11,Tài chính,UPCOM
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VGI,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Viễn thông,UPCOM
YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,Dược phẩm và Y tế,UPCOM
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Dịch vụ Tiêu dùng,HOSE
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Hàng Tiêu dùng,UPCOM
VC7,Công ty Cổ phần Tập đoàn BGI,Công nghiệp,HNX
VCM,Công ty Cổ phần BV Life,Công nghiệp,HNX
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng Tiêu dùng,HNX
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Công nghiệp,UPCOM
VNI,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,Tài chính,UPCOM
VGP,Công ty Cổ phần Cảng Rau Quả,Công nghiệp,HNX
VNL,Công ty Cổ phần Logistics Vinalink,Công nghiệp,HOSE
VHC,Công ty Cổ phần Vĩnh Hoàn,Hàng Tiêu dùng,HOSE
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công nghiệp,UPCOM
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,VN30
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,HOSE
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,VN30
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,HOSE
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,VN30
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Nguyên vật liệu,UPCOM
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Tài chính,HOSE
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX30
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,HOSE
VNX,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,Dịch vụ Tiêu dùng,UPCOM
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu,HOSE
VPR,Công ty Cổ phần VINAPRINT,Dịch vụ Tiêu dùng,UPCOM
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,Tiện ích Cộng đồng,UPCOM
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,HOSE
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Công nghiệp,HOSE
VTS,Công ty Cổ phần Gạch Ngói Từ Sơn,Công nghiệp,UPCOM
TNS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,Nguyên vật liệu,UPCOM
YBM,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Nguyên vật liệu,HOSE
